sheet_row,section,de,name,remark,source_column,status,suggested_column,confidence,area,reason,current_row_line
111,Steeden än doorpe (implicit),Stadum,Ståårem,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,113
118,Steeden än doorpe (implicit),Braderup,Braarep,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,120
24,Steeden än doorpe (implicit),Süderlügum,Leegem,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,24
26,Steeden än doorpe (implicit),Gellsbüll,Grälsbel,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; area from neighbouring rows,26
608,Wäärwe än latj krååm,Sandacker,Suneeker,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,577
624,Wäärwe än latj krååm,Wielberg,Wiilbäire,,Oudere noome,deleted_variant,karrhard,low,karrhard,place lies in the karrhard area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM name lookup,593
684,Wäärwe än latj krååm,Rantzauhöhe,Ranzelbärj,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM name lookup,653
827,Wååder,Soholmer Au,Såhulm Uu,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,788
90,Steeden än doorpe (implicit),Soholm,Såhulm,,Oudere noome,lost_by_script,karrhard,low,karrhard,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the karrhard area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,92
525,Wäärwe än latj krååm,Lütt-Jens-Warft,Lätj-Jäns-Weerw,Foortuftinge,Oudere noome,deleted_variant,local,high,mooring,"remark ""Foortuftinge""; -wäärw→Mooring; å/ä/ö/ü→Mooring; area from hint Fahretoft",495
539,Wäärwe än latj krååm,Blocksberg,Bloksbärj,doogbling,Oudere noome,deleted_variant,local,high,wieding,"remark ""doogbling""; å/ä/ö/ü→Mooring; area from OSM match",509
540,Wäärwe än latj krååm,Dagebüll Hafen,Doogebel Huugen,doogbling,Oudere noome,deleted_variant,local,high,mooring,"remark ""doogbling""; long-vowel doubling; area from OSM match",510
165,Steeden än doorpe (implicit),Drelsdorf,Trölstrup,,Oudere noome,deleted_variant,midgoes,low,midgoes,place lies in the midgoes area; form could be the local Harde spelling; area from OSM match,167
186,Steeden än doorpe (implicit),Ahrenshöft,Oornshaud,,Oudere noome,lost_by_script,midgoes,low,midgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the midgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,188
342,Steeden än doorpe (implicit),Cuxhaven,Tres,,Oudere noome,lost_by_script,halunder,low,unknown,migrate_dialect_columns.py: unsorted -> note; the row has no Mooring name at all,335
396,Kuuge,Desmerciereskoog,Desmerciereskuuch,,Mooring,deleted_row,mooring,low,unknown,sheet row has no counterpart in the list; the row has no Mooring name at all; long-vowel doubling; area from OSM name lookup,
629,Wäärwe än latj krååm,Altendeich,Uuldik,E houlme,Oudere noome,deleted_variant,nordgoes,high,nordgoes,"remark ""E houlme""; long-vowel doubling; area from OSM name lookup",598
147,Steeden än doorpe (implicit),Dörpumfeld,Toorpemfäil,,Oudere noome,lost_by_script,nordgoes,medium,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area and the form is not the Mooring one; å/ä/ö/ü→Mooring; -feel/-fäil→Goesharde/Karrharde; long-vowel doubling; area from neighbouring rows,149
564,Wäärwe än latj krååm,Fedderswarft,Fäderweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,535
565,Wäärwe än latj krååm,Eggerswarft,Eekensweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from hint Ockholm,536
568,Wäärwe än latj krååm,Grünewarft,Greeneweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from hint Ockholm,539
569,Wäärwe än latj krååm,Kirchwarft,Schörkeweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,540
571,Wäärwe än latj krååm,Süderwarft,Sårweerw,,Oudere noome,lost_by_script,nordgoes,medium,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,542
572,Wäärwe än latj krååm,Peterswarft,Päidersweerw,,Oudere noome,lost_by_script,nordgoes,medium,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,543
573,Wäärwe än latj krååm,Redlefswarft,Reedelsweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from OSM match,544
573,Wäärwe än latj krååm,Redlefswarft,Reelnsweerw,,Oudere noome,lost_by_script,nordgoes,medium,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from OSM match,544
574,Wäärwe än latj krååm,Sönnenswarft,Sanensweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from OSM match,545
575,Wäärwe än latj krååm,Tadenswarft,Taadensweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from OSM match,546
576,Wäärwe än latj krååm,Ditrichswarf,Tiirsweerw,,Oudere noome,deleted_variant,nordgoes,medium,nordgoes,place lies in the nordgoes area and the form is not the Mooring one; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from hint Ockholm,547
695,Wäärwe än latj krååm,Lütjenhornfeld,Lätjenhoarnfäil,,Oudere noome,lost_by_script,nordgoes,medium,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area and the form is not the Mooring one; å/ä/ö/ü→Mooring; -feel/-fäil→Goesharde/Karrharde; oa/ea/ia→Halunder/Hallig/Fering; area from neighbouring rows,664
130,Steeden än doorpe (implicit),Efkebüll,Öfkebel,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,132
134,Steeden än doorpe (implicit),Langenhorner Heide,Hoorninger Hii,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from neighbouring rows,136
135,Steeden än doorpe (implicit),Mönkebüll,Mönkebel,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,137
136,Steeden än doorpe (implicit),Loheide,Lohii,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,138
151,Steeden än doorpe (implicit),Stollberg,Stolbeerch,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,153
159,Steeden än doorpe (implicit),Hogelund,Huugelün,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from neighbouring rows,161
160,Steeden än doorpe (implicit),Riddorf,Rääderup,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,162
162,Steeden än doorpe (implicit),Borsbüll,Borsbel,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; area from OSM match,164
391,Kuuge,Breklumer Koog,Brääklemer Kuuch,,Oudere noome,lost_by_script,nordgoes,low,nordgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM name lookup,376
533,Wäärwe än latj krååm,Bongsiel,Bongsil,,Oudere noome,deleted_variant,local,low,mooring,place lies in the nordgoes area; form could be the local Harde spelling; area from OSM match,503
566,Wäärwe än latj krååm,Kleine Gaarde,Läitje Guurd,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,537
567,Wäärwe än latj krååm,Große Gaarde,Gråte Guurd,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,538
595,Wäärwe än latj krååm,Mögelberg,Määgelbeerch,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM name lookup,564
615,Wäärwe än latj krååm,Soholmbrück,Såhulmbru,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,584
696,Wäärwe än latj krååm,Lüttmoorsiel,Läitj Moor Sil,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,665
697,Wäärwe än latj krååm,Margarethenberg,Guulibeerch,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,666
806,Wååder,Arlau,Arluu,,Oudere noome,lost_by_script,midgoes,low,midgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,767
814,Wååder,Kleine Au,Lätje Uu,,Oudere noome,deleted_variant,midgoes,low,midgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,775
815,Wååder,Lecker Au,Leeklinger Struum,,Oudere noome,deleted_variant,local,low,mooring,place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from neighbouring rows,776
818,Wååder,Neue Au,Näie Uu,,Oudere noome,deleted_variant,midgoes,low,midgoes,place lies in the nordgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,779
820,Wååder,Ostenau,Aastenuu,,Oudere noome,deleted_variant,midgoes,low,midgoes,place lies in the nordgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,781
618,Wäärwe än latj krååm,Süderende,Süđerjen,sölring,Oudere noome,deleted_variant,solring,high,fering,"remark ""sölring""; note: the area lookup says fering (unproven); đ→Sölring; å/ä/ö/ü→Mooring; area from OSM name lookup",587
609,Wäärwe än latj krååm,Rotes Kliff,Ruar Klef,,Oudere noome,lost_by_script,solring,medium,solring,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the solring area; oa/ea/ia→Halunder/Hallig/Fering; area from OSM name lookup,578
458,"Hålie, ailönje än sönje",Sylt,Söl,,Oudere noome,lost_by_script,solring,low,solring,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the solring area; å/ä/ö/ü→Mooring; area from OSM name lookup,435
629,Wäärwe än latj krååm,Altendeich,Ualdik,Håtst,Oudere noome,deleted_variant,suedgoes,high,nordgoes,"remark ""Håtst""; note: the area lookup says nordgoes (unproven); oa/ea/ia→Halunder/Hallig/Fering; area from OSM name lookup",598
214,Steeden än doorpe (implicit),Schwesing,Swiasing,,Oudere noome,lost_by_script,suedgoes,medium,suedgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the suedgoes area and the form is not the Mooring one; oa/ea/ia→Halunder/Hallig/Fering; area from OSM match,219
220,Steeden än doorpe (implicit),Ostenfeld,Aastenfäil,,Oudere noome,lost_by_script,suedgoes,medium,suedgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the suedgoes area and the form is not the Mooring one; å/ä/ö/ü→Mooring; -feel/-fäil→Goesharde/Karrharde; long-vowel doubling; area from neighbouring rows,225
700,Wäärwe än latj krååm,Mildstedtfeld,Mälstfeel,,Oudere noome,lost_by_script,suedgoes,medium,suedgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the suedgoes area and the form is not the Mooring one; å/ä/ö/ü→Mooring; -feel/-fäil→Goesharde/Karrharde; long-vowel doubling; area from OSM name lookup,669
738,Wäärwe än latj krååm,Schwesingfeld,Swiasingfeel,,Oudere noome,deleted_variant,suedgoes,medium,suedgoes,place lies in the suedgoes area and the form is not the Mooring one; -feel/-fäil→Goesharde/Karrharde; long-vowel doubling; oa/ea/ia→Halunder/Hallig/Fering; area from OSM name lookup,707
777,Wäärwe än latj krååm,Winnertfeld,Winertfeel,,Oudere noome,deleted_variant,suedgoes,medium,suedgoes,place lies in the suedgoes area and the form is not the Mooring one; -feel/-fäil→Goesharde/Karrharde; long-vowel doubling; area from OSM name lookup,746
199,Steeden än doorpe (implicit),Hattstedter Marsch,Haatstinger Määrsch,,Oudere noome,lost_by_script,suedgoes,low,suedgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the suedgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,201
200,Steeden än doorpe (implicit),Lundenberg,Lunberich,Goeshiirdinge,Oudere noome,lost_by_script,suedgoes,low,suedgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; remark ""Goeshiirdinge""; Goesharde remark but which Goesharde is unknown; place lies in the suedgoes area; form could be the local Harde spelling; area from OSM match",202
401,Kuuge,Hattstedter Koog,Haatstinger Kuuch,,Oudere noome,deleted_variant,suedgoes,low,suedgoes,place lies in the suedgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM name lookup,387
414,Kuuge,Margarethenkoog,Margarethenkuuch,,Oudere noome,lost_by_script,suedgoes,low,suedgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the suedgoes area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,400
752,Wäärwe än latj krååm,Süderhöft,Süürhaud,,Oudere noome,lost_by_script,suedgoes,low,suedgoes,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the suedgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,721
754,Wäärwe än latj krååm,Süderland,Sööderloun,,Oudere noome,deleted_variant,nordgoes,low,nordgoes,place lies in the suedgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,723
756,Wäärwe än latj krååm,Südermarsch,Süürmäärsch,,Oudere noome,deleted_variant,suedgoes,low,suedgoes,place lies in the suedgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,725
778,Wäärwe än latj krååm,Wittland,Witlöön,Gooshiirdinge,Oudere noome,deleted_variant,suedgoes,low,suedgoes,"remark ""Gooshiirdinge""; Goesharde remark but which Goesharde is unknown; place lies in the suedgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM name lookup",747
813,Wååder,Husumer Au,Hüsemer Uu,Gooshiirdinge,Oudere noome,deleted_variant,suedgoes,low,suedgoes,"remark ""Gooshiirdinge""; Goesharde remark but which Goesharde is unknown; place lies in the suedgoes area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match",774
326,Steeden än doorpe (implicit),Mögeltondern,Grot Toner,wisinge,Oudere noome,deleted_variant,wieding,high,unknown,"remark ""wisinge""",321
327,Steeden än doorpe (implicit),Tondern,Toner,wisinge,Oudere noome,deleted_variant,wieding,high,unknown,"remark ""wisinge""",322
48,Steeden än doorpe (implicit),Hesbüll,Hjisbel,wisinge,Oudere noome,lost_by_script,wieding,high,wieding,"drop_older_column.py: dropped as an alternative Mooring spelling; remark ""wisinge""; area from OSM match",49
490,"Hålie, ailönje än sönje",Bohnenhallig,Buunehali,wisinge,Oudere noome,deleted_variant,wieding,high,unknown,"remark ""wisinge""; long-vowel doubling",466
491,"Hålie, ailönje än sönje",Großhallig,Grothali,wisinge,Oudere noome,deleted_variant,wieding,high,unknown,"remark ""wisinge""",467
493,"Hålie, ailönje än sönje",Lehnshallig,Leenshali,wisinge,Oudere noome,deleted_variant,wieding,high,wieding,"remark ""wisinge""; long-vowel doubling; area from OSM name lookup",469
601,Wäärwe än latj krååm,Osterdeich,Oasterdik,Wisinge,Oudere noome,deleted_variant,wieding,high,unknown,"remark ""Wisinge""; oa/ea/ia→Halunder/Hallig/Fering",570
613,Wäärwe än latj krååm,Schneedeich,Snäidik,wisinge,Oudere noome,deleted_variant,wieding,high,wieding,"remark ""wisinge""; å/ä/ö/ü→Mooring; area from OSM name lookup",582
808,Wååder,Alter Sielzug,Uuil Tooch,wisinge,Oudere noome,deleted_variant,wieding,high,wieding,"remark ""wisinge""; long-vowel doubling; area from OSM match",769
154,Steeden än doorpe (implicit),Bredstedt,Bräidstäär,wisinge,Oudere noome,deleted_variant,wieding,medium,nordgoes,"remark ""wisinge""; note: the area lookup says nordgoes; å/ä/ö/ü→Mooring; area from OSM match",156
590,Wäärwe än latj krååm,Markhäuser,Moarkhüsinge,,Oudere noome,deleted_row,wieding,medium,wieding,duplicate sheet row; the list keeps line 668; place lies in the wieding area and the form is not the Mooring one; å/ä/ö/ü→Mooring; oa/ea/ia→Halunder/Hallig/Fering; area from OSM match,668
617,Wäärwe än latj krååm,Süderdeich,Sördik,"Gooshiirding, Wising",Oudere noome,deleted_variant,wieding,medium,nordgoes,"remark ""Gooshiirding, Wising""; Goesharde remark but which Goesharde is unknown; note: the area lookup says nordgoes (unproven); å/ä/ö/ü→Mooring; area from OSM name lookup",586
699,Wäärwe än latj krååm,Markhäuser,Moarkhüsinge,,Oudere noome,deleted_variant,wieding,medium,wieding,place lies in the wieding area and the form is not the Mooring one; å/ä/ö/ü→Mooring; oa/ea/ia→Halunder/Hallig/Fering; area from OSM match,668
719,Wäärwe än latj krååm,Osterfeld,Ååsterfeel,,Oudere noome,deleted_variant,wieding,medium,wieding,place lies in the wieding area and the form is not the Mooring one; å/ä/ö/ü→Mooring; -feel/-fäil→Goesharde/Karrharde; long-vowel doubling; area from OSM name lookup,688
721,Wäärwe än latj krååm,Osterklanxbüll,Oaster Klangsbel,,Oudere noome,deleted_variant,wieding,medium,wieding,place lies in the wieding area and the form is not the Mooring one; oa/ea/ia→Halunder/Hallig/Fering; area from OSM match,690
723,Wäärwe än latj krååm,Paysmark,Paiensmoark,,Oudere noome,deleted_variant,wieding,medium,wieding,place lies in the wieding area and the form is not the Mooring one; oa/ea/ia→Halunder/Hallig/Fering; area from OSM name lookup,692
12,Steeden än doorpe (implicit),Bundesgaard,Boinjesguurd,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,12
13,Steeden än doorpe (implicit),Rodenäs,Rornees,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,13
14,Steeden än doorpe (implicit),Oldorf,Uuiltorp,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from neighbouring rows,14
3,Steeden än doorpe (implicit),Rosenkranz,Roosekrans,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,3
35,Steeden än doorpe (implicit),Feddersbüll,Firsbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; area from neighbouring rows,35
36,Steeden än doorpe (implicit),Südfeddersbüll,Sörfirsbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,36
386,Kuuge,Wiedingharder Neuer Koog,Wiringhiirder Naie Kuuch,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM name lookup,371
42,Steeden än doorpe (implicit),Althorsbüll,Uuilhoorbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,43
46,Steeden än doorpe (implicit),Neukirchen,Naisjösbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from OSM match,47
49,Steeden än doorpe (implicit),Nordhesbüll,Noordhjisbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from neighbouring rows,50
50,Steeden än doorpe (implicit),Süderhesbüll,Sörhjisbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,51
51,Steeden än doorpe (implicit),Südhesbüll,Sörhjisbel,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,52
548,Wäärwe än latj krååm,Rickelsbüll,Raksbel,,Oudere noome,deleted_variant,wieding,low,wieding,place lies in the wieding area; form could be the local Harde spelling; area from OSM match,519
549,Wäärwe än latj krååm,Hunwerthusum,Honerthüsem,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; area from neighbouring rows,520
551,Wäärwe än latj krååm,Südwesthörn,Sörweersthörn,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM name lookup,522
584,Wäärwe än latj krååm,Hungerburg,Hongerbeeri,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from neighbouring rows,555
587,Wäärwe än latj krååm,Kleinkoogsdeich,Laitekuuchsdik,,Oudere noome,deleted_variant,wieding,low,wieding,place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,558
594,Wäärwe än latj krååm,Mühlendeich,Mjilendik,,Oudere noome,deleted_variant,wieding,low,wieding,place lies in the wieding area; form could be the local Harde spelling; area from OSM name lookup,563
598,Wäärwe än latj krååm,Nordosterdeich,Noordårsterdik,,Oudere noome,deleted_variant,wieding,low,wieding,place lies in the wieding area; form could be the local Harde spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM name lookup,567
611,Wäärwe än latj krååm,Schmale,e Smjile,,Oudere noome,deleted_variant,wieding,low,wieding,place lies in the wieding area; form could be the local Harde spelling; article e→Mooring; area from OSM name lookup,580
8,Steeden än doorpe (implicit),Aventoft,Oowentoft,,Oudere noome,lost_by_script,wieding,low,wieding,drop_older_column.py: dropped as an alternative Mooring spelling; place lies in the wieding area; form could be the local Harde spelling; long-vowel doubling; area from OSM match,8
106,Steeden än doorpe (implicit),Sande,de Sönj,,Oudere noome,lost_by_script,karrhard,high,karrhard,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""e Sönj"" (mooring)",108
131,Steeden än doorpe (implicit),Langenhorn,e Hoorne,,Oudere noome,lost_by_script,nordgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""e Horne"" (mooring)",133
132,Steeden än doorpe (implicit),Ost-Langenhorn,e Aasterhoorne,,Oudere noome,lost_by_script,nordgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""e Ååsterhorne"" (mooring)",134
133,Steeden än doorpe (implicit),West-Langenhorn,e Weesterhorrne,,Oudere noome,deleted_variant,keep deleted,high,nordgoes,"spelling variant of kept ""e Weesterhorne"" (mooring)",135
133,Steeden än doorpe (implicit),West-Langenhorn,e Weesterhoorne,,Oudere noome,lost_by_script,nordgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""e Weesterhorne"" (mooring)",135
135,Steeden än doorpe (implicit),Mönkebüll,Mänkebel,,Mooring,lost_by_script,keep deleted,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Mankebel"" (mooring)",137
15,Steeden än doorpe (implicit),Neudorf,Naitorp,,Oudere noome,lost_by_script,keep deleted,high,wieding,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Naitoorp"" (mooring)",15
153,Steeden än doorpe (implicit),Sönnebüll,Säänebel,,Oudere noome,lost_by_script,nordgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Sänebel"" (mooring)",155
155,Steeden än doorpe (implicit),Vollstedt,Faalst,,Oudere noome,lost_by_script,midgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Fåålst"" (mooring)",157
16,Steeden än doorpe (implicit),Ophusum,Äphüsem,,Oudere noome,lost_by_script,wieding,high,wieding,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Aphüsem"" (mooring)",16
