sheet_row,section,de,name,remark,source_column,status,suggested_column,confidence,area,reason,current_row_line
161,Steeden än doorpe (implicit),Breklum,Brekeling,,Üülje noome,deleted_variant,keep deleted,high,nordgoes,"historic attestation from the sheet's Üülje noome column (a medieval/early-modern record), not a name in a living dialect",163
163,Steeden än doorpe (implicit),Wallsbüll,Waalsbel,Gooshiirder,Oudere noome,lost_by_script,nordgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Wålsbel"" (mooring); remark ""Gooshiirder""; Goesharde remark but which Goesharde is unknown",165
174,Steeden än doorpe (implicit),Haaks,Haaks,,Oudere noome,lost_by_script,midgoes,high,midgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Håks"" (mooring)",176
175,Steeden än doorpe (implicit),Norstedt,Noorst,,Oudere noome,lost_by_script,midgoes,high,nordgoes,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Norst"" (mooring)",177
179,Steeden än doorpe (implicit),Kragelund,Kraagelün,,Oudere noome,deleted_variant,midgoes,high,nordgoes,"spelling variant of kept ""Kråågelün"" (mooring)",181
196,Steeden än doorpe (implicit),Elemenning,Eelemänning,,Mooring,deleted_variant,keep deleted,high,suedgoes,"spelling variant of kept ""Eelemäning"" (mooring)",198
259,Steeden än doorpe (implicit),Norderhafen,Noorderhuuwen,,Oudere noome,lost_by_script,suedgoes,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Norderhuuwen"" (mooring)",263
324,Steeden än doorpe (implicit),Ballum,Balem,,Oudere noome,lost_by_script,mooring,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Bålem"" (mooring)",319
332,Steeden än doorpe (implicit),Flensburg,Flänsborj,,Oudere noome,lost_by_script,wieding,high,unknown,"migrate_dialect_columns.py: unsorted -> note; spelling variant of kept ""Flansborj"" (mooring)",327
372,Kuuge,Marienkoog,Mariienkuuch,,Mooring,deleted_row,keep deleted,high,wieding,"duplicate sheet row; the list keeps line 348; spelling variant of kept ""Mariienkuuch"" (mooring)",348
40,Steeden än doorpe (implicit),Benninghusum,Bäninghüsem,,Mooring,deleted_variant,wieding,high,wieding,"spelling variant of kept ""Baninghüsem"" (mooring)",41
41,Steeden än doorpe (implicit),Horsbüll,Hoorbel,,Oudere noome,lost_by_script,wieding,high,wieding,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Horbel"" (mooring)",42
41,Steeden än doorpe (implicit),Horsbüll,Hörbel,,Oudere noome,lost_by_script,keep deleted,high,wieding,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Horbel"" (mooring)",42
419,Kuuge,Norderheverkoog,Noorderheewerkuuch,,Oudere noome,lost_by_script,keep deleted,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Norderheewerkuuch"" (mooring)",405
423,Kuuge,Pohnshalligkoog,Poonshalikuuch,,Oudere noome,lost_by_script,keep deleted,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Poonshålikuuch"" (mooring)",409
43,Steeden än doorpe (implicit),Neuhorsbüll,Naihoorbel,,Oudere noome,lost_by_script,wieding,high,wieding,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Naihorbel"" (mooring)",44
445,Hiirde,Karrharde,Karhiird,,Oudere noome,lost_by_script,karrhard,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Kårhiird"" (mooring)",426
448,Hiirde,Nordergoesharde,Noordergooshiird,,Oudere noome,lost_by_script,nordgoes,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Nordergooshiird"" (mooring)",429
469,"Hålie, ailönje än sönje",Appelland,Ååpellönj,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Aapellönj"" (mooring)",446
492,"Hålie, ailönje än sönje",Hattersbüllhallig,Hatesbelhali,,Oudere noome,deleted_variant,karrhard,high,karrhard,"spelling variant of kept ""Hatesbelhåli"" (mooring)",468
496,"Hålie, ailönje än sönje",Pohnshallig,Poonshali,,Oudere noome,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Poonshåli"" (mooring)",472
503,Wäärwe än latj krååm,Peterswarf,Paderswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Paderswärw"" (mooring)",475
505,Wäärwe än latj krååm,Honkenswarf,Honkenswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Honkenswärw"" (mooring)",477
506,Wäärwe än latj krååm,Hunnenswarf,Hünenswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Hünenswärw"" (mooring)",478
507,Wäärwe än latj krååm,Ketelswarf,Käädelswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Käädelswärw"" (mooring)",479
511,Wäärwe än latj krååm,Tadenswarf,Tåånswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Tåånswärw"" (mooring)",483
515,Wäärwe än latj krååm,Rixwarf,Rakswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Rakswärw"" (mooring)",487
522,Wäärwe än latj krååm,Kirchwarft,Schörkewäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Schörkewärw"" (mooring)",494
523,Wäärwe än latj krååm,Nordwarft,Nordwäärw,,Mooring,deleted_row,keep deleted,high,hallig,"duplicate sheet row; the list keeps line 541; spelling variant of kept ""Nordwärw"" (mooring)",541
524,Wäärwe än latj krååm,Süderwarft,Sööderwäärw,,Mooring,deleted_row,keep deleted,high,nordgoes,"duplicate sheet row; the list keeps line 542; spelling variant of kept ""Sööderwärw"" (mooring)",542
525,Wäärwe än latj krååm,Lütt-Jens-Warft,Latj-Jäns-Wäärw,,Mooring,deleted_variant,keep deleted,high,mooring,"spelling variant of kept ""Latj-Jäns-Wärw"" (mooring)",495
526,Wäärwe än latj krååm,Broderswarft,Broudersweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Brouderswärw"" (mooring)",496
527,Wäärwe än latj krååm,Bahnenswarft,Bounensweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Bounenswärw"" (mooring)",497
530,Wäärwe än latj krååm,Jakobswarft,Jakebsweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Jåkebswärw"" (mooring)",500
531,Wäärwe än latj krååm,Maienswarft,Moiensweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Moienswärw"" (mooring)",501
532,Wäärwe än latj krååm,Richardswarft,Rouerdsweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Rouerdswärw"" (mooring)",502
544,Wäärwe än latj krååm,Koogswarft,Kuuchweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Kuuchwärw"" (mooring)",514
545,Wäärwe än latj krååm,Neuwarft,Naiweerw,,Mooring,deleted_variant,local,high,mooring,"spelling variant of kept ""Naiwärw"" (mooring)",515
55,Steeden än doorpe (implicit),Klindt,Klänt,,Mooring,lost_by_script,keep deleted,high,unknown,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Klant"" (mooring)",56
552,Wäärwe än latj krååm,Backenswarft,Bakenswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Bakenswärw"" (mooring)",523
553,Wäärwe än latj krååm,Hanswarft,Hanswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Hanswärw"" (mooring)",524
554,Wäärwe än latj krååm,Ipkenswarf,Iipkenswäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Iipkenswärw"" (mooring)",525
555,Wäärwe än latj krååm,Ockenswarf,Okenswäärw,Ukenswäärw,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Okenswärw"" (mooring); remark ""Ukenswäärw""",526
563,Wäärwe än latj krååm,Christianburg,Kreensboorj,,Oudere noome,deleted_variant,nordgoes,high,nordgoes,"spelling variant of kept ""Kreensborj"" (mooring)",534
583,Wäärwe än latj krååm,Hornburg,Hoornborj,,Mooring,deleted_variant,wieding,high,wieding,"spelling variant of kept ""Hornborj"" (mooring)",554
592,Wäärwe än latj krååm,Mitteldeich,Mädeldik,,Oudere noome,deleted_variant,wieding,high,mooring,"spelling variant of kept ""Madeldik"" (mooring)",562
593,Wäärwe än latj krååm,Mitteltritt,Madeltrit,,Mooring,deleted_row,keep deleted,high,hallig,"duplicate sheet row; the list keeps line 527; spelling variant of kept ""Madeltrit"" (mooring)",527
597,Wäärwe än latj krååm,Norderwarft,Norderwäärw,,Mooring,deleted_variant,keep deleted,high,hallig,"spelling variant of kept ""Norderwärw"" (mooring)",566
602,Wäärwe än latj krååm,Ostersiel,Aastersil,,Oudere noome,deleted_variant,suedgoes,high,unknown,"spelling variant of kept ""Ååstersil"" (mooring)",571
607,Wäärwe än latj krååm,Osterhever,Aasterheewer,,Oudere noome,deleted_variant,suedgoes,high,unknown,"spelling variant of kept ""Ååsterheewer"" (mooring)",576
651,Wäärwe än latj krååm,Haimoordeich,Haimöördik,,Oudere noome,deleted_variant,suedgoes,high,unknown,"spelling variant of kept ""Haimoordik"" (mooring)",620
677,Wäärwe än latj krååm,Klint,Klänt,,Oudere noome,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Klant"" (mooring)",646
678,Wäärwe än latj krååm,Klindt,Klänt,,Oudere noome,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Klant"" (mooring)",647
679,Wäärwe än latj krååm,Klostermitteldeich,Kloostermäldik,,Oudere noome,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Kloostermaldik"" (mooring)",648
683,Wäärwe än latj krååm,Korndeich,Koorndik,,Mooring,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Korndik"" (mooring)",652
694,Wäärwe än latj krååm,Lund,de Lün,,Oudere noome,deleted_variant,keep deleted,high,nordgoes,"spelling variant of kept ""e Lün"" (mooring)",663
727,Wäärwe än latj krååm,Rethdeich,Raiddik,,Oudere noome,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Räiddik"" (mooring)",696
728,Wäärwe än latj krååm,Riesbüll,Riisbel,,Oudere noome,deleted_variant,keep deleted,high,unknown,"spelling variant of kept ""Risbel"" (mooring)",697
76,Steeden än doorpe (implicit),Froddegaard,Frodeguurd,,Oudere noome,deleted_variant,mooring,high,unknown,"spelling variant of kept ""Froodeguurd"" (mooring)",78
798,Wååder,Der Heeg,di Heege,,Mooring,deleted_variant,hallig,high,hallig,"spelling variant of kept ""e Heege"" (mooring)",759
80,Steeden än doorpe (implicit),Tinningstedt,Täningstää,,Oudere noome,lost_by_script,wieding,high,karrhard,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Taningstää"" (mooring)",82
87,Steeden än doorpe (implicit),Ründel,de Rünel,,Oudere noome,lost_by_script,karrhard,high,karrhard,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""e Rünel"" (mooring)",89
94,Steeden än doorpe (implicit),Klintum,Kläntem,,Oudere noome,lost_by_script,karrhard,high,karrhard,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Klantem"" (mooring)",96
97,Steeden än doorpe (implicit),Spölbek,Späilbäk,,Mooring,lost_by_script,karrhard,high,karrhard,"drop_older_column.py: dropped as an alternative Mooring spelling; spelling variant of kept ""Späilbak"" (mooring)",99
,,Peterswarft,Paadersweerw,,Oudere noome,lost_by_script,local,medium,mooring,drop_older_column.py: dropped as an alternative Mooring spelling; Mooring area; reads like an alternative Mooring spelling; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from hint Dagebüll,516
104,Steeden än doorpe (implicit),Enge-Sande,Ding-de-Sönj,,Mooring,lost_by_script,karrhard,medium,karrhard,"drop_older_column.py: dropped as an alternative Mooring spelling; Mooring-column variant, place lies in karrhard; å/ä/ö/ü→Mooring; area from OSM match",106
107,Steeden än doorpe (implicit),Engerheide,Ding Hii,,Mooring,deleted_variant,karrhard,medium,karrhard,"Mooring-column variant, place lies in karrhard; long-vowel doubling; area from neighbouring rows",109
117,Steeden än doorpe (implicit),Ladelund,Lååselönj,,Mooring,deleted_variant,keep deleted,medium,karrhard,"Mooring-column variant, place lies in karrhard; å/ä/ö/ü→Mooring; area from OSM match",119
138,Steeden än doorpe (implicit),Lütjenholm,Latjhoulem,,Mooring,deleted_variant,keep deleted,medium,nordgoes,"Mooring-column variant, place lies in nordgoes; area from OSM match",140
148,Steeden än doorpe (implicit),Margarethenberg,Margarethenbärj,,Mooring,deleted_variant,keep deleted,medium,nordgoes,"Mooring-column variant, place lies in nordgoes; å/ä/ö/ü→Mooring; area from OSM match",150
160,Steeden än doorpe (implicit),Riddorf,Riderup,,Mooring,deleted_variant,keep deleted,medium,nordgoes,"Mooring-column variant, place lies in nordgoes; area from OSM match",162
339,Steeden än doorpe (implicit),Amsterdam,Amsterdam,,Mooring,deleted_row,keep deleted,medium,unknown,"sheet row has no counterpart in the list; the variant is identical to the German name -- a sheet artefact, not a Frisian name",
355,Kuuge,Bredstedter Koog,Bräistinger Kuuch,,Mooring,deleted_variant,keep deleted,medium,nordgoes,"Mooring-column variant, place lies in nordgoes; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM name lookup",341
374,Kuuge,Juliane-Marien-Koog,Juljåånen-Kuuch,,Oudere noome,lost_by_script,keep deleted,medium,mooring,drop_older_column.py: dropped as an alternative Mooring spelling; Mooring area; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,359
389,Kuuge,Beltringharder Koog,Beltringhiirder Kuuch,,Mooring,deleted_variant,keep deleted,medium,suedgoes,"Mooring-column variant, place lies in suedgoes; long-vowel doubling; area from OSM match",374
426,Kuuge,Rickelsbüller Koog,Rikelsbelinge Kuuch,,Mooring,deleted_variant,keep deleted,medium,wieding,"Mooring-column variant, place lies in wieding; long-vowel doubling; area from OSM match",412
46,Steeden än doorpe (implicit),Neukirchen,Naischörsbel,,Mooring,deleted_variant,keep deleted,medium,wieding,"Mooring-column variant, place lies in wieding; å/ä/ö/ü→Mooring; area from OSM match",47
46,Steeden än doorpe (implicit),Neukirchen,Naischöspel,,Mooring,deleted_variant,keep deleted,medium,wieding,"Mooring-column variant, place lies in wieding; å/ä/ö/ü→Mooring; area from OSM match",47
525,Wäärwe än latj krååm,Lütt-Jens-Warft,Lätj-Jäns-Weerw,,Oudere noome,lost_by_script,local,medium,mooring,drop_older_column.py: dropped as an alternative Mooring spelling; Mooring area; reads like an alternative Mooring spelling; -weerw/-weerf→Hallig/Harde; å/ä/ö/ü→Mooring; long-vowel doubling; area from hint Fahretoft,495
528,Wäärwe än latj krååm,Tudenswarft,Tuunsweerw,,Mooring,deleted_variant,local,medium,mooring,Mooring area; reads like an alternative Mooring spelling; -wäärw→Mooring; å/ä/ö/ü→Mooring; long-vowel doubling; area from OSM match,498
529,Wäärwe än latj krååm,Gabrielswarft,Goobrielsweerw,,Mooring,deleted_variant,local,medium,mooring,Mooring area; reads like an alternative Mooring spelling; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from OSM match,499
529,Wäärwe än latj krååm,Gabrielswarft,Gawenswäärw,,Oudere noome,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; -wäärw→Mooring; å/ä/ö/ü→Mooring; area from OSM match,499
529,Wäärwe än latj krååm,Gabrielswarft,Gåbrielswäärw,,Oudere noome,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; -wäärw→Mooring; å/ä/ö/ü→Mooring; area from OSM match,499
543,Wäärwe än latj krååm,Jenswarft,Jänswäärw,,Mooring,deleted_variant,local,medium,mooring,Mooring area; reads like an alternative Mooring spelling; -wäärw→Mooring; å/ä/ö/ü→Mooring; area from OSM match,513
544,Wäärwe än latj krååm,Koogswarft,Kuuchweerw,,Oudere noome,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; -weerw/-weerf→Hallig/Harde; long-vowel doubling; area from OSM match,514
548,Wäärwe än latj krååm,Rickelsbüll,Rikelsbel,,Mooring,deleted_variant,keep deleted,medium,wieding,"Mooring-column variant, place lies in wieding; area from OSM match",519
62,Steeden än doorpe (implicit),Lindholm,Lunhalm,,Oudere noome,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; area from OSM match,63
629,Wäärwe än latj krååm,Altendeich,Üüljdik,,Mooring,deleted_variant,keep deleted,medium,nordgoes,"Mooring-column variant, place lies in nordgoes; å/ä/ö/ü→Mooring; area from OSM name lookup",598
64,Steeden än doorpe (implicit),Die Gath,e Gåås,,Mooring,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; article e→Mooring; å/ä/ö/ü→Mooring; area from neighbouring rows,66
67,Steeden än doorpe (implicit),Uhlebüll,Uulebel,,Oudere noome,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; long-vowel doubling; area from OSM match,69
696,Wäärwe än latj krååm,Lüttmoorsiel,Latj Moor Sil,,Mooring,deleted_variant,mooring,medium,nordgoes,"Mooring-column variant, place lies in nordgoes; long-vowel doubling; area from neighbouring rows",665
703,Wäärwe än latj krååm,Moordeich,Måårdik,,Oudere noome,deleted_variant,keep deleted,medium,mooring,Mooring area; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; area from OSM match,672
71,Steeden än doorpe (implicit),Galmsbüll,Galmsbel,,Mooring,deleted_variant,keep deleted,medium,wieding,"Mooring-column variant, place lies in wieding; area from OSM match",73
72,Steeden än doorpe (implicit),Neugalmsbüll,Naigalmsbel,,Mooring,deleted_variant,keep deleted,medium,wieding,"Mooring-column variant, place lies in wieding; area from OSM match",74
789,Loonschape / Härtuchdoomer ...,Brandenburg,Brandenburj,,Mooring,deleted_variant,keep deleted,medium,suedgoes,"Mooring-column variant, place lies in suedgoes; area from OSM name lookup",754
809,Wååder,Bottschlott,Butsluut,,Oudere noome,lost_by_script,local,medium,mooring,drop_older_column.py: dropped as an alternative Mooring spelling; Mooring area; reads like an alternative Mooring spelling; long-vowel doubling; area from OSM name lookup,770
809,Wååder,Bottschlott,Bopslüütj,,Oudere noome,lost_by_script,keep deleted,medium,mooring,drop_older_column.py: dropped as an alternative Mooring spelling; Mooring area; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; area from OSM name lookup,770
20,Steeden än doorpe (implicit),Sibbershusum,Sibershüsem,,Oudere noome,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring,20
228,Steeden än doorpe (implicit),Friedrichstadt,Freederjstää,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,233
236,Steeden än doorpe (implicit),Kleihörn,Kloiheern,,Oudere noome,lost_by_script,keep deleted,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,241
241,Steeden än doorpe (implicit),Welt,Wäilt,,Oudere noome,lost_by_script,suedgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring,246
243,Steeden än doorpe (implicit),Garding,Gaarn,,Oudere noome,lost_by_script,keep deleted,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,248
251,Steeden än doorpe (implicit),Simonsberg,Siimensbeeri,,Oudere noome,lost_by_script,suedgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,256
260,Steeden än doorpe (implicit),Süderhafen,Süürhuuwen,,Oudere noome,lost_by_script,suedgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,264
321,Steeden än doorpe (implicit),,Ålburj,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring,316
327,Steeden än doorpe (implicit),Tondern,Latj Tuner,,Oudere noome,lost_by_script,keep deleted,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling,322
328,Steeden än doorpe (implicit),Lügumkloster,Kloorster,,Oudere noome,lost_by_script,wieding,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,323
330,Steeden än doorpe (implicit),Kopenhagen,Kuupenhåågen,,Oudere noome,lost_by_script,keep deleted,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,325
333,Steeden än doorpe (implicit),Glücksburg,Loksborj,,Oudere noome,deleted_variant,wieding,low,unknown,area unknown; reads like an alternative Mooring spelling,328
335,Steeden än doorpe (implicit),Rendsburg,Randsburj,,Oudere noome,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling,330
336,Steeden än doorpe (implicit),Kiel,Keel,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,331
338,Steeden än doorpe (implicit),Hamburg,Hamburj,,Oudere noome,lost_by_script,keep deleted,low,unknown,migrate_dialect_columns.py: unsorted -> note; area unknown; reads like an alternative Mooring spelling,333
354,Kuuge,Deezbüller Kornkoog; Westermooringer Kornkoog,Deesbelnge Koornkuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,340
356,Kuuge,Gotteskoog,Gotskuuch,,Oudere noome,deleted_variant,wieding,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,342
360,Kuuge,Neuer Christian-Albrechts-Koog,Naie Krisen-Albrechen-Kuug,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,346
363,Kuuge,Alter Sterdebüller Koog,Steerdeblinge Üülje Kuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,349
363,Kuuge,Alter Sterdebüller Koog,Steerdebeler Uule Kuuch,,Oudere noome,lost_by_script,keep deleted,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,349
364,Kuuge,Neuer Sterdebüller Koog,Steerdeblinge Naie Kuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,350
371,Kuuge,Hundebüllerkoog,Hüneblinge kuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,357
373,Kuuge,Dagebüller Koog,Doogebeler Kuuch,,Oudere noome,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,358
376,Kuuge,Klixbüller Koog,Klasblinger Kuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,361
377,Kuuge,Kornkoog,Eekerkuuch,,Oudere noome,lost_by_script,keep deleted,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,362
378,Kuuge,Langenhorner Alter Koog,Horninger Üülje Kuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,363
378,Kuuge,Langenhorner Alter Koog,Hoorninger Uule Kuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,363
379,Kuuge,Langenhorner Neuer Koog,Horninger Naie Kuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,364
379,Kuuge,Langenhorner Neuer Koog,Hoorninger Naie Kuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,364
385,Kuuge,Wiedingharder Alter Koog,Wiringhiirder Uuile Kuuch,,Oudere noome,lost_by_script,wieding,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,370
398,Kuuge,Galmbüllkuuch,Galmsbelkuuch,,Mooring,deleted_variant,keep deleted,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,384
399,Kuuge,Großer Koog,Grote Kuuch,,Oudere noome,lost_by_script,wieding,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,385
400,Kuuge,Grothusenkoog,Grothüsem Kuuch,,Oudere noome,deleted_variant,wieding,low,unknown,area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,386
402,Kuuge,Hattstedter Neuer Koog,Haatstinger Naie Kuuch,,Oudere noome,deleted_variant,suedgoes,low,unknown,area unknown; reads like an alternative Mooring spelling; long-vowel doubling,388
410,Kuuge,Kleiner Koog,Läitje Kuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,396
411,Kuuge,Kleiner Norderkoog,Läitje Noorderkuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,397
415,Kuuge,Marschkoog,Määrschkuuch,,Oudere noome,lost_by_script,suedgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,401
416,Kuuge,Mittelster Koog,Mälste Kuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,402
421,Kuuge,Ockholmer Koog,Hoolmer Kuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,407
422,Kuuge,Oldenkoog,Uule Kuuch,,Oudere noome,lost_by_script,nordgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,408
428,Kuuge,Simonsbergerkoog,Siimensbeerier Kuuch,,Oudere noome,lost_by_script,suedgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; long-vowel doubling,414
432,Kuuge,Süderfriedrichskoog,Süürfriidrichenkuuch,,Oudere noome,lost_by_script,suedgoes,low,unknown,drop_older_column.py: dropped as an alternative Mooring spelling; area unknown; reads like an alternative Mooring spelling; å/ä/ö/ü→Mooring; long-vowel doubling,418
